title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories,url,categoryName
Tempora Italiano,3.9,268,Tte. Gral. Juan Domingo Perón 4171,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.rent2888.com.ar/,+54 11 3601-1582,['Agencia inmobiliaria especializada en alquileres'],https://www.google.com/maps/search/?api=1&query=Tempora%20Italiano&query_place_id=ChIJaagyj2bKvJURV0dNqOLQuZU,Agencia inmobiliaria especializada en alquileres
Laboratorio Hospital Italiano,4.6,7469,Potosí 4032,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.hospitalitaliano.org.ar/,+54 11 4959-0200,['Laboratorio'],https://www.google.com/maps/search/?api=1&query=Laboratorio%20Hospital%20Italiano&query_place_id=ChIJnWf_K2fKvJURc-Sax1aLM34,Laboratorio
Restaurante el Osmeño,4.5,508,"Av. Belgrano 3438, C1210AAP",AAP,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4867-4058,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Restaurante%20el%20Osme%C3%B1o&query_place_id=ChIJ4wC5o_fKvJUR3OVDP06Bk4k,Restaurante
Granja Los 3 pollitos,4.9,17,Lezica 4475 C1202AAK,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Tienda de aves de corral'],https://www.google.com/maps/search/?api=1&query=Granja%20Los%203%20pollitos&query_place_id=ChIJ0baTS2zLvJURU5OIOh3qM7E,Tienda de aves de corral
ALMAGRO BIKES,4.7,257,Av. Díaz Vélez 3712,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://almagrobikes.mercadoshops.com.ar/,+54 11 3268-1418,"['Tienda de repuestos para motos','Taller de reparación de motos']",https://www.google.com/maps/search/?api=1&query=ALMAGRO%20BIKES&query_place_id=ChIJtVf5TGfKvJURy5fpkw-TUcQ,Tienda de repuestos para motos
Lo Simple Mercado Natural,4.6,135,Av. Corrientes 4568,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/losimplemercado,+54 11 7188-6602,"['Restaurante','Tienda de delicatessen','Mercado','Tienda de alimentos naturales','Cafetería']",https://www.google.com/maps/search/?api=1&query=Lo%20Simple%20Mercado%20Natural&query_place_id=ChIJufDJ4aXLvJURuu8HUaYKbhQ,Restaurante
"BARNES (Barbería, peluquería y Centro Cultural)",5,299,Río de Janeiro 384,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/centro.cultural.barnes?igsh=MTlwZjRhZmYwYjZ2bg%3D%3D&utm_source=qr,+54 9 11 6822-4199,"['Barbería','Club de ajedrez','Centro cultural','Cafetería','Pub restaurante','Bar musical','Peluquería']",https://www.google.com/maps/search/?api=1&query=BARNES%20(Barber%C3%ADa%2C%20peluquer%C3%ADa%20y%20Centro%20Cultural)&query_place_id=ChIJJw3-rxDLvJURocfsoMni9sI,Barbería
Coffee Break,2,1,Av. Avellaneda 25,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Bar'],https://www.google.com/maps/search/?api=1&query=Coffee%20Break&query_place_id=ChIJBdSMSADLvJUR99sMPU2WDU4,Bar
Drakarys - Bebidas,4.9,43,Lambaré 988,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.instagram.com/drakarys.bebidas,+54 11 5587-6941,"['Tienda de bebidas alcohólicas','Cervecería artesanal','Proveedor de hielo','Tienda de refrescos','Vinoteca','Tienda de vinos']",https://www.google.com/maps/search/?api=1&query=Drakarys%20-%20Bebidas&query_place_id=ChIJu2Cz4_3LvJURokFMWZRR4Hg,Tienda de bebidas alcohólicas
Dambleé,4.3,6342,Av. Rivadavia 3401,AAG,Cdad. Autónoma de Buenos Aires,AR,http://www.damblee.com/,+54 11 4861-1629,"['Restaurante','Comida','Alimentación y bebida']",https://www.google.com/maps/search/?api=1&query=Damble%C3%A9&query_place_id=ChIJgZfKyvXKvJURtvDI72_r2sg,Restaurante
Don Ignacio,4.6,1927,Av. Rivadavia 3439,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4861-3133,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Don%20Ignacio&query_place_id=ChIJw6bWt1zKvJURP_4wICboImw,Restaurante
"Victoria - Pizza, pastas y minutas",4.8,66,Av. Hipólito Yrigoyen 3400,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4864-2688,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Victoria%20-%20Pizza%2C%20pastas%20y%20minutas&query_place_id=ChIJ5SkzZ_bKvJURgF_gk86Kpms,Restaurante
Opiparo,4.2,1515,"C1208ABA, Av. Hipólito Yrigoyen 3301",Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/opiparopizzaxmetro/,+54 11 4866-0006,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Opiparo&query_place_id=ChIJnRv1k_bKvJURaX5wpG9qE8U,Restaurante
Lima Asia,5,5,Av. Rivadavia 3274,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 6300-6081,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Lima%20Asia&query_place_id=ChIJFwgLuYXLvJURXaXUVo_ztFI,Restaurante
La Napolitana,4.4,477,Av. Rivadavia 3302,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4863-5872,"['Pizzería','Restaurante italiano']",https://www.google.com/maps/search/?api=1&query=La%20Napolitana&query_place_id=ChIJk8rMv_XKvJURoYz2XKTxj3I,Pizzería
Tanguito café de especialidad,4.9,56,Bogotá 12,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Cafetería'],https://www.google.com/maps/search/?api=1&query=Tanguito%20caf%C3%A9%20de%20especialidad&query_place_id=ChIJrSqTje7LvJURi-HNKelai20,Cafetería
Rojas Cocina Peruana,4,1591,"Av. Corrientes 3327, C1193AAF",Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 3349-8596,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Rojas%20Cocina%20Peruana&query_place_id=ChIJs8Ve8CrLvJURXJ10NlDAzKg,Restaurante
La Llama Burger,4.7,41,Valentín Gómez 3512,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.lallamaburger.com/,+54 9 11 7854-5512,['Hamburguesería'],https://www.google.com/maps/search/?api=1&query=La%20Llama%20Burger&query_place_id=ChIJkUyFgkvLvJURiWhQkZL_HMA,Hamburguesería
Los Trujillanitos,4.2,697,Av. Corrientes 3564,AAO,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4867-5537,"['Restaurante peruano','Restaurante']",https://www.google.com/maps/search/?api=1&query=Los%20Trujillanitos&query_place_id=ChIJtapoRYrKvJURz8V6auatjkE,Restaurante peruano
Alcalá Abasto,3.9,2356,Av. Corrientes 3498,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/alcalabasto,+54 11 6010-9353,['Restaurante'],https://www.google.com/maps/search/?api=1&query=Alcal%C3%A1%20Abasto&query_place_id=ChIJgdy2rIvKvJURi3cvDBFbZn4,Restaurante
Sabores Express,4.5,543,"Av. Corrientes 3981, C1194AAF",C1194Aaf,Cdad. Autónoma de Buenos Aires,AR,https://saboresexpress.com.ar/,\N,"['Restaurante de comida rápida','Restaurante argentino','Restaurante familiar','Restaurante latinoamericano','Comida a domicilio','Restaurante de comida para llevar','Pizzería a domicilio','Pizzería']",https://www.google.com/maps/search/?api=1&query=Sabores%20Express&query_place_id=ChIJf2y9flXLvJURivQ_-zDjOd8,Restaurante de comida rápida
Atelier Fuerza,4.4,151,Jerónimo Salguero 885,C1177AEO,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/atelierfuerza,\N,['Panadería'],https://www.google.com/maps/search/?api=1&query=Atelier%20Fuerza&query_place_id=ChIJbSSf6rjLvJURriN2dh5eW50,Panadería
Cuñados,4.3,284,Av. Belgrano 3383,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4865-0745,"['Bar restaurante','Restaurante de comida tradicional americana']",https://www.google.com/maps/search/?api=1&query=Cu%C3%B1ados&query_place_id=ChIJm_eQC_fKvJUR3JXYqZda7KM,Bar restaurante
Confiteria,4,1,"Avenida Rivadavia, Sánchez de Loria &",Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Bar'],https://www.google.com/maps/search/?api=1&query=Confiteria&query_place_id=ChIJJ2QzMw3LvJUR9XG2sNcr1zc,Bar
Parrilla Frahir,4,78,Av. Hipólito Yrigoyen 3292,ABR,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/frahir.balvanera/,+54 11 4957-0404,"['Bar restaurante','Restaurante argentino','Parrilla']",https://www.google.com/maps/search/?api=1&query=Parrilla%20Frahir&query_place_id=ChIJWbTUk_bKvJURHAcKjVkeRwk,Bar restaurante
Mikhuna Nikkei,4.3,252,Sánchez de Bustamante 608,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 3838-3518,['Restaurante de sushi'],https://www.google.com/maps/search/?api=1&query=Mikhuna%20Nikkei&query_place_id=ChIJ8VtfdADLvJURud3vqVVAryw,Restaurante de sushi
Noble y Natural,4.6,245,Av. Corrientes 4187,C1195AAA,Cdad. Autónoma de Buenos Aires,AR,\N,\N,"['Restaurante vegano','Restaurante de comida para llevar']",https://www.google.com/maps/search/?api=1&query=Noble%20y%20Natural&query_place_id=ChIJq_au1m_KvJURpnqtpTQJgsY,Restaurante vegano
Tomasso,4.1,314,Guardia Vieja 4102,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.tomassopizzas.com.ar/,+54 11 2612-5000,['Pizzería'],https://www.google.com/maps/search/?api=1&query=Tomasso&query_place_id=ChIJL2YhT2_LvJUR0cjMh6hKuLE,Pizzería
Casona Cultural Humahuaca,4.4,1827,Humahuaca 3508,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.casonahumahuaca.com.ar/,+54 11 7361-6011,['Centro cultural'],https://www.google.com/maps/search/?api=1&query=Casona%20Cultural%20Humahuaca&query_place_id=ChIJ44FDy4vKvJURy2i_iUUHQhA,Centro cultural
Amarama Espacio Cultural,4.7,121,Sánchez de Bustamante 543 C1173ABI,ABI,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/amarama.patio.cultural/,+54 11 5730-9714,['Centro cultural'],https://www.google.com/maps/search/?api=1&query=Amarama%20Espacio%20Cultural&query_place_id=ChIJg_chfRTLvJUR221z_g-6NZ8,Centro cultural
Batacazo Cultural,4.6,428,"AAK, Av. Medrano 627",Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/culturalbatacazo/,\N,['Centro cultural'],https://www.google.com/maps/search/?api=1&query=Batacazo%20Cultural&query_place_id=ChIJcZQXicTLvJURPIgyv95WxNA,Centro cultural
Boulevard Corrientes,4.2,806,Av. Corrientes 3961,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://instagram.com/confiteria_boulevardcorrientes?igshid=YmM0MjE2YWMzOA==,+54 11 4862-0500,['Panadería'],https://www.google.com/maps/search/?api=1&query=Boulevard%20Corrientes&query_place_id=ChIJ5d-u02PKvJURt8Z18g8tx7k,Panadería
Pizzería Flipper,4,514,Lavalle 3762,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://es-la.facebook.com/pizzaflipper/,+54 11 4865-8045,['Pizzería'],https://www.google.com/maps/search/?api=1&query=Pizzer%C3%ADa%20Flipper&query_place_id=ChIJX_mBk2LKvJUREd5bv4gQS5I,Pizzería
Ventajedrez,4.8,224,Sánchez de Bustamante 582,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://ventajedrez.com.ar/,+54 9 11 2482-3383,['Tienda de juegos'],https://www.google.com/maps/search/?api=1&query=Ventajedrez&query_place_id=ChIJk45x4e3KvJURt8HBRxSSURY,Tienda de juegos
Lepore Almagro,4.7,105,Av. Corrientes 3899,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://lepore.com.ar/?gad_source=1&gclid=CjwKCAjwrIixBhBbEiwACEqDJU0V6l9P7Fxe77vOGvGueIsJ8hbFB8Z65Z5-sG9etMHKw2atWrQI7xoCQfYQAvD_BwE,+54 11 7701-1010,['Agencia inmobiliaria'],https://www.google.com/maps/search/?api=1&query=Lepore%20Almagro&query_place_id=ChIJbXjTCCnLvJUR6Njt8OQFCTY,Agencia inmobiliaria
Teatro Becket,4.5,778,Guardia Vieja 3560,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://tallerteatral.com/,+54 11 5719-0679,['Café teatro'],https://www.google.com/maps/search/?api=1&query=Teatro%20Becket&query_place_id=ChIJhavOgInKvJURyZ3V2mBSdHk,Café teatro
Helados Daniel,4.3,1315,Jerónimo Salguero 705,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://heladosdaniel.com/,+54 11 4591-1197,['Heladería'],https://www.google.com/maps/search/?api=1&query=Helados%20Daniel&query_place_id=ChIJu9sVR2LKvJUR9JPgTsBtWeY,Heladería
Clínica Avril,3,131,Humahuaca 3771,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.clinicaavril.com.ar/,+54 11 2125-7083,"['Clínica psiquiátrica','Clínica ambulatoria']",https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Avril&query_place_id=ChIJeb2PB2LKvJUROPcyG3qMo6Q,Clínica psiquiátrica
In Service - Reparación de Notebooks,4.3,235,"Av. Corrientes 4006 Piso 1, Oficina 10",Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://inservice.com.ar/,+54 11 5031-7608,"['Servicio de reparación de ordenadores','Tienda de informática']",https://www.google.com/maps/search/?api=1&query=In%20Service%20-%20Reparaci%C3%B3n%20de%20Notebooks&query_place_id=ChIJXyQmxWPKvJURFWT-mdbiJC8,Servicio de reparación de ordenadores
El Destino,4.5,152,Humahuaca 3401,ABC,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4862-7575,"['Bar','Cafetería']",https://www.google.com/maps/search/?api=1&query=El%20Destino&query_place_id=ChIJe900lovKvJUR4NhrszVhC88,Bar
"""El Emergente"" Bar",3.8,2088,Gallo 333,ABG,Cdad. Autónoma de Buenos Aires,AR,http://elemergente.com.ar/,+54 11 4862-9062,['Bar'],https://www.google.com/maps/search/?api=1&query=%22El%20Emergente%22%20Bar&query_place_id=ChIJs-SJDYvKvJUR6OKgAG5kUj0,Bar
La Trinchera Casa Cultural,4.9,58,Humahuaca 3461,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://instagram.com/latrinchera.casacultural?igshid=MzNlNGNkZWQ4Mg==,+54 11 3653-2244,['Bar'],https://www.google.com/maps/search/?api=1&query=La%20Trinchera%20Casa%20Cultural&query_place_id=ChIJZQi5PxnLvJURyVKocEtQyYI,Bar
Kawaii Sushi Bar,4.7,360,Guardia Vieja 4085,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://instagram.com/kawaii_sushi_bar?igshid=NzZlODBkYWE4Ng==,+54 11 2578-6172,['Restaurante de sushi'],https://www.google.com/maps/search/?api=1&query=Kawaii%20Sushi%20Bar&query_place_id=ChIJPYo0gZjLvJUR444Be8_QNhA,Restaurante de sushi
Centro Cultural “El Limonero”,4.7,243,Jerónimo Salguero 668,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/cclimonero?igsh=MWZzMnp2b2dkODAxOA==,\N,['Centro cultural'],https://www.google.com/maps/search/?api=1&query=Centro%20Cultural%20%E2%80%9CEl%20Limonero%E2%80%9D&query_place_id=ChIJ-xCMVFHLvJURNtmXRuWioe0,Centro cultural
FUNDACIÓN LA CASA DEL TANGO,4.6,101,Guardia Vieja 4049,AAO,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/fundacionlacasadeltango?igsh=bG5xY3p2enQ5OTIx,+54 9 11 4187-8403,"['Centro cultural','Pastelería']",https://www.google.com/maps/search/?api=1&query=FUNDACI%C3%93N%20LA%20CASA%20DEL%20TANGO&query_place_id=ChIJu3u7E2PKvJUR7HNyHJX9XRk,Centro cultural
Nuestra América,4.6,223,Tte. Gral. Juan Domingo Perón 3390,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/ccnuestramerica,+54 11 6753-7710,"['Bar','Centro cultural']",https://www.google.com/maps/search/?api=1&query=Nuestra%20Am%C3%A9rica&query_place_id=ChIJU7v2KfXKvJURdKgRxZSl514,Bar
La Espartana,4.4,40,Gallo 303,ABG,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 5929-1706,"['Bar','Restaurante','Bodega']",https://www.google.com/maps/search/?api=1&query=La%20Espartana&query_place_id=ChIJTY2FE4vKvJURpbZdXZQxUB8,Bar
Círculo de Ajedrez Torre Blanca,4.8,300,Sánchez de Bustamante 587,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://ajedreztorreblanca.com/,+54 11 4862-3161,['Asociación u organización'],https://www.google.com/maps/search/?api=1&query=C%C3%ADrculo%20de%20Ajedrez%20Torre%20Blanca&query_place_id=ChIJm7rzyovKvJUR-Gqw-XoTa2c,Asociación u organización
Bar El Gallego,4.2,65,Virrey Liniers 414,ACJ,Cdad. Autónoma de Buenos Aires,AR,https://www.facebook.com/p/El-bar-del-Gallego-100063649239102/,+54 11 4864-2888,['Cafetería'],https://www.google.com/maps/search/?api=1&query=Bar%20El%20Gallego&query_place_id=ChIJr2wQdPfKvJURUxLVmZakQXQ,Cafetería
Anfitrión,4.8,61,Venezuela 3340,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4931-2124,"['Teatro','Asociación u organización','Centro cultural','Educación']",https://www.google.com/maps/search/?api=1&query=Anfitri%C3%B3n&query_place_id=ChIJK7VA3_nKvJURs77dZARfrp8,Teatro
Dietética Avellana - Café de especialidad,4.8,46,Virrey Liniers 363,C1174ACG,Cdad. Autónoma de Buenos Aires,AR,http://www.instagram.com/avellana363,+54 11 5887-0765,['Puesto de café'],https://www.google.com/maps/search/?api=1&query=Diet%C3%A9tica%20Avellana%20-%20Caf%C3%A9%20de%20especialidad&query_place_id=ChIJackHk5jLvJURKi1-op5Em2k,Puesto de café
Batattas,4.3,23,Av. Belgrano 3330 1428,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 7287-5100,"['Restaurante','Restaurante peruano','Pizzería']",https://www.google.com/maps/search/?api=1&query=Batattas&query_place_id=ChIJA4D8gajLvJURv0f0k2SZmkw,Restaurante
Teatro Puerta 3,4.7,135,Av. Belgrano 3584,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.teatropuerta3.com/,+54 11 2359-2063,"['Teatro','Centro artístico']",https://www.google.com/maps/search/?api=1&query=Teatro%20Puerta%203&query_place_id=ChIJ35TuyxvLvJURe_dvrsq3TvU,Teatro
Covas SRL - Por Mayor y Menor,4.5,91,Av. Belgrano 3502,AAQ,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4864-4732,['Tienda de alimentación'],https://www.google.com/maps/search/?api=1&query=Covas%20SRL%20-%20Por%20Mayor%20y%20Menor&query_place_id=ChIJrwlI1_fKvJURg4Fk-YSzZh8,Tienda de alimentación
The Coffee Store,4.4,152,Av. Belgrano 3331 C1210,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/belgranocoffee/,\N,['Cafetería'],https://www.google.com/maps/search/?api=1&query=The%20Coffee%20Store&query_place_id=ChIJoeXGQzzLvJUR4HqI-my6XcA,Cafetería
MI DIVINO NIÑO JESUS,5,2,"ACA, México 3829",C1223ACA,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Kiosco'],https://www.google.com/maps/search/?api=1&query=MI%20DIVINO%20NI%C3%91O%20JESUS&query_place_id=ChIJEx2KfwDLvJURcuWqObQeyOA,Kiosco
Kiosco MI DIVINO NIÑO JESUS,\N,\N,"ACA, México 3829",C1223ACA,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Kiosco'],https://www.google.com/maps/search/?api=1&query=Kiosco%20MI%20DIVINO%20NI%C3%91O%20JESUS&query_place_id=ChIJcVvrCADLvJURMQ8Z6WMlgVg,Kiosco
Hijo del hierro,3.8,221,Virrey Liniers 396,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/bici_lucy?igsh=MXczNXJzYjJpMnBmZg==,\N,['Taller de bicicletas'],https://www.google.com/maps/search/?api=1&query=Hijo%20del%20hierro&query_place_id=ChIJgRNiCffKvJURZmzaQSDpM70,Taller de bicicletas
La Isla Vinos,4.7,452,Venezuela 3286,C1211AAJ,Cdad. Autónoma de Buenos Aires,AR,http://www.laislavinos.com/,+54 11 6539-3759,"['Tienda de bebidas alcohólicas','Vinoteca']",https://www.google.com/maps/search/?api=1&query=La%20Isla%20Vinos&query_place_id=ChIJAQAQJcnKvJURJGCWEuKP7xI,Tienda de bebidas alcohólicas
El Bodegón de María,3.8,5,México 3948,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 2326-2717,"['Restaurante de comida para llevar','Tienda de artículos de hostelería','Marisquería']",https://www.google.com/maps/search/?api=1&query=El%20Bodeg%C3%B3n%20de%20Mar%C3%ADa&query_place_id=ChIJR2XmQPXLvJURHRs9JyIKOsY,Restaurante de comida para llevar
Pizza Rock Boedo,4.7,187,México 3557,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.instagram.com/pizzarockboedo/,+54 11 6289-8256,"['Pizzería','Restaurante']",https://www.google.com/maps/search/?api=1&query=Pizza%20Rock%20Boedo&query_place_id=ChIJs9EuYPjKvJURsWfs41miANo,Pizzería
Animal Teatro,4.7,450,Castro 561,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://animalteatro.wordpress.com/,+54 11 5830-0452,['Teatro'],https://www.google.com/maps/search/?api=1&query=Animal%20Teatro&query_place_id=ChIJd7ojuuTLvJURusvfz1J5QAk,Teatro
Mood Tentazioni,4.4,1336,Av. Boedo 510,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://wa.me/5491159288157/,+54 9 11 5928-8157,"['Heladería','Cafetería']",https://www.google.com/maps/search/?api=1&query=Mood%20Tentazioni&query_place_id=ChIJXaKWEvjKvJURfPbmANfMlB8,Heladería
Gössi Denim Co.,4.6,64,México 3900,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://gossi.com.ar/,\N,['Tienda de ropa'],https://www.google.com/maps/search/?api=1&query=G%C3%B6ssi%20Denim%20Co.&query_place_id=ChIJAS-Q8FnLvJURiQPqAVSUCd4,Tienda de ropa
Cultural Tití Rossi Balsud,4.6,126,Sánchez de Loria 695,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4054-2389,['Centro cultural'],https://www.google.com/maps/search/?api=1&query=Cultural%20Tit%C3%AD%20Rossi%20Balsud&query_place_id=ChIJBZmHXDzLvJUR2j_j-ikUoUE,Centro cultural
Essel,4.5,109,Av. Rivadavia 4239,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4981-6089,"['Panadería','Pastelería']",https://www.google.com/maps/search/?api=1&query=Essel&query_place_id=ChIJS7Y8WlzKvJUR2IC6heWm7aw,Panadería
Burger King,4,20629,Av. Rivadavia 4355,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.burgerking.com.ar/,\N,"['Restaurante de comida rápida','Hamburguesería','Restaurante de comida para llevar','Restaurante']",https://www.google.com/maps/search/?api=1&query=Burger%20King&query_place_id=ChIJTfXi61zKvJUR06lScAwPfrQ,Restaurante de comida rápida
Black clover,3.9,67,Av. Rivadavia 4010,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,\N,\N,['Cafetería'],https://www.google.com/maps/search/?api=1&query=Black%20clover&query_place_id=ChIJw2l_A-XLvJURICduk25-fFM,Cafetería
Rotisería El Buen Gusto | Caballito - Almagro,4.2,1117,Av. La Plata 31,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://rotiseriaelbuengusto.com/,+54 11 5901-3582,['Delicatessen'],https://www.google.com/maps/search/?api=1&query=Rotiser%C3%ADa%20El%20Buen%20Gusto%20%7C%20Caballito%20-%20Almagro&query_place_id=ChIJZQAcUUPKvJURHmq_hCa4Cbs,Delicatessen
"Hotel Boutique Racó de Buenos Aires - Yapeyú, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",4.4,348,"C1202ACE, Yapeyú 271",Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.facebook.com/hotel.boutique,+54 11 3471-3312,"['Hotel','Esteticista']",https://www.google.com/maps/search/?api=1&query=Hotel%20Boutique%20Rac%C3%B3%20de%20Buenos%20Aires%20-%20Yapey%C3%BA%2C%20Buenos%20Aires%2C%20Ciudad%20Aut%C3%B3noma%20de%20Buenos%20Aires%2C%20Argentina&query_place_id=ChIJ4e8ga1nKvJURmnhO3Iw1Ujs,Hotel
Panadería La Sudamérica,4,502,Av. Rivadavia 4020,AAN,Cdad. Autónoma de Buenos Aires,AR,\N,+54 11 4958-1335,"['Panadería','Pastelería francesa']",https://www.google.com/maps/search/?api=1&query=Panader%C3%ADa%20La%20Sudam%C3%A9rica&query_place_id=ChIJz-d7hF7KvJURxpq1w4pZalA,Panadería
Cremolatti,4.3,1787,"Av. Rivadavia 4200, C1205AAO",Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,http://www.cremolatti.com.ar/,+54 11 4700-3982,"['Heladería','Cafetería']",https://www.google.com/maps/search/?api=1&query=Cremolatti&query_place_id=ChIJE4v3HdzLvJURxql0hivxQCk,Heladería
Cursos de Medicina Estética - SAENI,4.9,624,Av. Rivadavia 4447 Piso 1,Cdad. Autónoma de Buenos Aires,Cdad. Autónoma de Buenos Aires,AR,https://www.saeni.com.ar/contacto/,+54 11 2286-5850,['Institución educativa'],https://www.google.com/maps/search/?api=1&query=Cursos%20de%20Medicina%20Est%C3%A9tica%20-%20SAENI&query_place_id=ChIJBUHIy1zKvJURQnvT8DXZZOQ,Institución educativa
Juguetería Cebra Almagro,4.3,1877,Av. Rivadavia 4076,AAN,Cdad. Autónoma de Buenos Aires,AR,http://www.cebra.com.ar/,+54 11 6639-4978,['Juguetería'],https://www.google.com/maps/search/?api=1&query=Jugueter%C3%ADa%20Cebra%20Almagro&query_place_id=ChIJlziRKFzKvJUR5hRIfu6IfkY,Juguetería
